chain_groups components_hc hc_perp hc_ess final_number_of_components last_perp last_ess N_importance_to_adapt
2 30 0.514027173219 0.32921234327 30 0.51264010908 0.312793460882 36000
2 30 0.523322910081 0.325730013722 30 0.509063009226 0.306100375624 36000
2 30 0.472758917559 0.263662226269 30 0.490221494361 0.271358742558 36000
2 30 0.477865993166 0.276967152927 30 0.516177211105 0.287287827918 72000
2 30 0.509069204073 0.318355129114 30 0.499553601773 0.280857910584 36000
2 30 0.528310819527 0.35027503431 30 0.511167870774 0.326125749736 36000
2 30 0.472721004068 0.26387920512 30 0.50456177717 0.300547797612 36000
2 30 0.506489649413 0.299272185856 30 0.513463944452 0.30859033018 36000
2 30 0.510120448092 0.320218145859 30 0.4951573564 0.300410662348 36000
2 30 0.47255024547 0.259411910537 30 0.510423742253 0.314025907878 54000
2 30 0.508469575748 0.317231072563 30 0.501912048203 0.304808951001 36000
2 30 0.51408699285 0.332635315929 30 0.513173173968 0.312807882033 36000
2 30 0.521624330374 0.309214552533 30 0.512873763107 0.31191461271 36000
2 30 0.467870459451 0.251855453019 30 0.511132038343 0.282902167066 54000
2 30 0.474368454385 0.250789327664 30 0.51995831638 0.297780818054 54000
2 30 0.510758542535 0.327198329771 30 0.499928314137 0.290273188785 36000
2 30 0.507851901274 0.31547266732 30 0.49977337392 0.295336345422 36000
2 30 0.517413758813 0.329222126648 30 0.514056788971 0.317000507128 36000
2 30 0.525176963728 0.341978803772 30 0.507268472447 0.298692553436 36000
2 30 0.470942739418 0.254715508546 30 0.493868734644 0.287675356959 36000
2 30 0.528810859546 0.353524896553 30 0.513051351997 0.303556663184 36000
2 30 0.525875150873 0.348095317693 30 0.518511305536 0.321005899375 36000
2 30 0.527184521287 0.345615163134 30 0.525600663742 0.335081853555 36000
2 30 0.46851791148 0.237418556041 30 0.50696147262 0.310427685623 54000
2 30 0.479595201515 0.269302948629 30 0.494137955326 0.264791207772 36000
2 30 0.47656498559 0.256425718331 30 0.506017962631 0.267417244935 54000
2 30 0.472925491499 0.274732127194 30 0.49267127721 0.27122901696 36000
2 30 0.474330551606 0.268692028765 30 0.505969843572 0.30651688058 36000
2 30 0.467249344287 0.243590460662 30 0.510377344085 0.310741565648 54000
2 30 0.47874733655 0.244231166395 30 0.504481746336 0.290261272345 36000
2 30 0.534274729596 0.354244093126 30 0.514274900749 0.244164910531 36000
2 30 0.471929429793 0.272943485644 30 0.504887436796 0.297093096798 54000
2 30 0.515937725912 0.328283574061 30 0.512921037853 0.301010638434 36000
2 30 0.519267404072 0.33790618023 30 0.520912945098 0.32384680533 36000
2 30 0.402440435227 0.171990316198 30 0.499588857264 0.289232293061 54000
2 30 0.475682796894 0.272447354746 30 0.511197492946 0.298856903988 54000
2 30 0.512592483959 0.315870499389 30 0.508431443219 0.271995759808 36000
2 30 0.523359954932 0.335334790642 30 0.511482905896 0.309981097489 36000
2 30 0.512733252516 0.315312390093 30 0.511498050378 0.315787529615 36000
2 30 0.512238145944 0.318777176599 30 0.50054471136 0.301120213371 36000
