chain_groups components_vb vb_perp vb_ess components_vb2 vb2_perp vb2_ess N_importance_to_adapt
2 2 0.527068780378 0.356262861484 2 0.530351674209 0.353177520161 6000
2 2 0.527027468192 0.356545085787 2 0.530127944856 0.3497832853 6000
2 2 0.524334519711 0.35324509592 2 0.536288624144 0.364735867326 6000
2 2 0.536163597168 0.376774476628 2 0.532129337245 0.366973710253 6000
2 2 0.537319849453 0.371999085799 2 0.52985906305 0.35288259075 6000
2 2 0.540046393397 0.379807836785 2 0.536861718322 0.371782473775 6000
2 2 0.484533203231 0.281640304455 2 0.504076838459 0.268543336344 6000
2 2 0.49015416182 0.304119089507 2 0.523787686866 0.345550951723 6000
2 2 0.528939702458 0.362375331731 2 0.529837787164 0.358188848095 6000
2 2 0.525613357593 0.349328495689 2 0.534084877528 0.360172445508 6000
2 2 0.519803426767 0.330735861295 2 0.532313852556 0.364826930283 6000
2 2 0.527407878125 0.360752893092 2 0.534370505823 0.368945668536 6000
2 2 0.489097914055 0.302732826241 2 0.520924484888 0.342027137096 6000
2 2 0.53819359836 0.372320509722 2 0.531613092941 0.361684164411 6000
2 3 0.44134840155 0.20480106059 3 0.544002384291 0.346663125623 6000
2 2 0.534839295451 0.367930748853 2 0.535313637117 0.367688336748 6000
2 2 0.524889501544 0.35804497763 2 0.531356461981 0.35301181164 6000
2 2 0.532639671065 0.361400287819 2 0.532147463294 0.360013676333 6000
2 2 0.527857353967 0.3583669924 2 0.532001467207 0.358590168451 6000
2 2 0.486245121499 0.278945435079 2 0.524293536684 0.346715679868 6000
2 2 0.419139780096 0.215873741571 2 0.512932424783 0.333952682399 6000
2 2 0.486679285352 0.303236126294 2 0.525739798368 0.347444600989 6000
2 2 0.524033235924 0.350427265904 2 0.532330590594 0.353734294086 6000
2 2 0.487259466271 0.297488855234 2 0.524410153109 0.327619312308 6000
2 2 0.538676067384 0.371419902498 2 0.534145274506 0.360737555473 6000
2 2 0.535539228387 0.3732066439 2 0.534704565765 0.360339012305 6000
2 2 0.520938159772 0.346045109204 2 0.53303384881 0.362187667294 6000
2 2 0.490484961313 0.29702645873 2 0.525732377806 0.353577574966 6000
2 2 0.525159379817 0.35158133835 2 0.534164378182 0.366024464793 6000
2 2 0.489150490894 0.307974735955 2 0.52437210568 0.35350921422 6000
2 2 0.520885441095 0.347017591424 2 0.532774257012 0.359063228616 6000
2 3 0.520535798892 0.320554219906 3 0.562059405694 0.390083854283 6000
2 2 0.526587950489 0.360284134542 2 0.532824004849 0.357393261791 6000
2 2 0.491053974892 0.303156116054 2 0.527440153537 0.347886155192 6000
2 2 0.520966717605 0.350223275458 2 0.5245881513 0.349125316082 6000
2 2 0.535223528257 0.361825911367 2 0.530517997974 0.354383225907 6000
2 2 0.522427429999 0.34829551716 2 0.531831631946 0.351190489458 6000
2 2 0.533835242659 0.36136752811 2 0.528906769694 0.352646969099 6000
2 2 0.48650013119 0.290954568122 2 0.526683002085 0.352800770011 6000
2 2 0.484773099115 0.297386019301 2 0.530076955841 0.355300719606 6000
2 2 0.428509224577 0.230531195308 2 0.512093700323 0.322306732979 6000
2 2 0.486541604707 0.292116656816 2 0.527987164877 0.355965129128 6000
2 2 0.538895576855 0.378489275702 2 0.537728030284 0.370334853011 6000
2 2 0.489289306507 0.305438384798 2 0.525052066713 0.354170771709 6000
2 2 0.535655500956 0.368208901922 2 0.533567733817 0.366704652145 6000
2 2 0.537785726707 0.377613855021 2 0.534901935931 0.370937454899 6000
2 2 0.539409355108 0.378277319346 2 0.534974472047 0.361573146221 6000
2 2 0.489931693069 0.308256153749 2 0.52518280019 0.354534375141 6000
2 2 0.424944822026 0.229927545949 2 0.510168608444 0.308390308356 6000
2 2 0.52265490974 0.344621886956 2 0.536146424732 0.371720709851 6000
2 2 0.536386042333 0.371113221165 2 0.53527536645 0.36562194335 6000
2 2 0.488725201876 0.308918151663 2 0.523139115466 0.354021014474 6000
2 3 0.553793249751 0.365775434349 3 0.565402869472 0.394878811186 6000
2 2 0.5240482016 0.341124492654 2 0.537096643386 0.369467357623 6000
2 2 0.42258409316 0.219419798571 2 0.511566072678 0.322671122813 6000
2 2 0.534467708154 0.366038631412 2 0.530390423199 0.358832297655 6000
2 2 0.53381756805 0.366493285273 2 0.529427358929 0.324347609125 6000
2 2 0.523562320077 0.347408585751 2 0.52721477771 0.326828417681 6000
2 2 0.49261151354 0.312859504512 2 0.53029205138 0.354892776783 6000
2 2 0.520606463726 0.330409212893 2 0.532822305244 0.361653322623 6000
2 2 0.423139010096 0.211908149344 2 0.487942190262 0.299466594191 6000
2 2 0.299407137249 0.0856893398469 2 0.437653447078 0.192111401073 6000
2 2 0.533144732517 0.364145322678 2 0.533937784833 0.365356395088 6000
2 2 0.301941782076 0.105330181241 2 0.440874597723 0.217359685896 6000
2 2 0.307490000362 0.106182667782 2 0.430824841674 0.162283162982 6000
2 2 0.485421462159 0.295341531694 2 0.524380930024 0.34652947269 6000
2 2 0.482184765729 0.289907179323 2 0.519147154837 0.340093813915 6000
2 2 0.492017904047 0.313360044662 2 0.52895783413 0.353868555705 6000
2 2 0.534653235589 0.366970157763 2 0.534883928773 0.361518402637 6000
2 2 0.489541377466 0.309646661647 2 0.52710753705 0.351496284464 6000
2 2 0.523552855434 0.351340269238 2 0.532080647651 0.363719656142 6000
2 2 0.519692342732 0.279593852669 2 0.529156064174 0.362448363194 6000
2 2 0.422129946237 0.220033002434 2 0.514996322152 0.333473554552 6000
2 2 0.538743941436 0.377832050802 2 0.533805063397 0.357702185754 6000
